f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,label
-3.8458621770459636,1.7241268170596302,-3.791627648113324,3.0080853074686376,1.0540238151177392,-0.9361375583916614,-1.5155515318269,-3.6528767688626695,1.3101897847671862,2.6181894097714173,0.06054452374196997,-2.0389046189146747,3.6016410943055903,-3.1933171861111633,0.45811925497168515,2.5179572035763513,-0.915489470937311,2.5514733236068627,-1.0749348428325596,-2.2734015560876326,-1.8013792587559179,0.634736322097397,0.2731210021330478,0.8808436090149188,2.281474873554056,4
-5.1392043062944275,-6.731594390457017,1.0648784296859082,-4.781021065203302,1.2314209731837436,5.254206526225068,-3.0145825636471275,0.3151761846650361,-0.9612635121840462,-5.605977785682468,0.46131382466446297,-0.31623320287231993,0.27294078558667906,-0.6152412297427892,0.9134392562906135,3.1447374110198063,1.2386249058490422,-0.4588654796144707,1.5661671141289855,1.4883332085099925,-0.598847215203068,0.8990624546492092,0.9918289727021005,-0.1276801275694328,0.9235733867133649,8
-7.971281005271128,-1.0309247445910577,2.904663888510777,2.079083376436171,6.545191021593247,-2.841260753221652,0.9774580072368809,-0.46538723630121026,0.8584694152394269,-0.30761191370849805,-1.5737917227959,-1.4858138687714106,1.0182471083033118,-0.5013742428054053,-0.23245772878161197,-0.15813814076365396,0.3462320850919805,-0.4969943201013651,-0.2965534244384094,0.05277393608595415,-1.492408067746192,-1.057803142221951,1.6348085828937973,0.8340565384428573,1.5498261750183522,1
-2.139564949247987,1.9224928717630583,1.7750530857526468,-4.092460505383057,-2.0117686547759455,-1.439582595836528,0.7275774930436041,-6.255091223730353,0.07807347281639491,-2.4845826266219095,-0.09006311024341339,0.23963529937391798,-1.1147300467389907,0.8024067777321356,-0.004453215514478428,-0.05921354294473311,2.2997806732005475,-0.4880583536779476,-0.9719209722054448,1.679327677363397,0.3934494743720615,-0.8938758630352568,-0.045079525190951944,1.1939156679530358,-1.060173397670211,8
-7.848438515406602,-0.8560788933384947,2.8411098632894025,1.0901154557447796,6.680414837455772,-2.146357618333738,0.5337736764569584,-1.3485202414077735,0.6301899322093225,-0.7614839717506378,-2.179509660461625,-0.4616101546197583,1.3120100328581576,-1.5200896485026487,-0.8058213337814739,-0.15910723524931142,0.43486705977504103,-0.04264266923832226,-0.1468728830888481,0.11534817623170761,-1.4433146684152711,-1.434735498602781,1.5975008435490035,-0.23710282278712472,0.3459591757753889,1
-5.1385424881901915,5.377690110811991,-1.5549736456203935,1.4681514533377384,-1.779364816766998,-0.6891090030284482,2.2024266663416228,-5.459169181079316,2.1413598144843573,-0.8693417785749354,2.411983048955461,1.988832388478766,0.4334706172707383,-0.05718805148216784,-3.1393660151703533,-4.187072986630643,1.0372940231508012,2.0045786487138857,-0.09207960625317138,2.630334993855913,-0.5665564094403628,1.4094102840287581,0.7925769571303748,-0.3788893418642534,0.7365098082322072,9
1.7110623237030405,-1.803268047709676,10.568383163559186,4.3806188954475855,-1.951835496181944,6.095458229280622,1.521579387025856,-2.4582931666122043,4.167633794932571,-2.745629466358432,0.867179949148557,0.9180444520650978,-3.195215296622705,-1.2453623308101336,2.1347577573984022,-3.5403728126471616,0.2782532600932836,3.8748038730038314,-1.9067757744369247,-1.930894131236833,-0.3693832580969662,2.1602644593971174,0.3802504740709611,-0.475582612333216,-0.0374393346086265,2
-3.005429125849016,0.04692350921419849,2.761362881175599,4.566783597987194,-0.10749090193959876,1.8131412783311995,1.8419670289753134,-2.2794450445274936,4.547051614357502,1.7727173119492505,-1.1338626441252682,0.718162985166098,-4.344774924618277,-1.774251231936245,0.9404580417088142,-0.8060722901200826,2.5034458671887876,-1.3879928756738227,2.4972089619863196,-1.2071188355717037,2.401779158704341,-0.537882894468868,1.0661055456594788,0.287013946846233,0.38076764944609903,2
12.092872507061939,-10.13875936352508,-4.918327630266432,-3.628505529430903,-1.4012186100358772,-0.9154265294742637,3.8403400864459245,2.672210400791478,5.027013854547787,1.0257134816847664,-1.9912285399947753,-2.4662203105800287,-1.7162382825604707,-3.9165346518955984,-1.9719780160126097,-0.5003861655701074,0.6159909680649917,0.607088966727462,3.1140352479089204,-0.6411233742761098,-1.633604298441023,-0.07029639235213192,1.9608918856397706,-0.2677061516104398,2.57459865772424,0
1.8100636311467386,-4.010127388934487,-9.280708514540168,1.6165083406185947,-0.7185697861393764,1.3797104961228956,-0.3694631573597582,-2.808455823240618,-2.4212477993412254,6.329335229624634,0.5767133626649689,-4.606619580377302,2.7649547857811574,0.6928044789092955,5.128217225902605,2.9557054457152097,1.4164170307889827,0.5891537581028421,-3.4612150107663315,0.4492984897048679,2.5296305439837807,-0.5729143010998689,0.3529855742677915,-2.1298367181997415,3.459592868374902,4
